ID_TRIAL ;ID_MOVEMENT ;STAGE ;TIME_STAMP ;TIME ;TYPE_OF_MOVEMENT ;GOAL_POS_X ;GOAL_POS_Y ;GOAL_POS_Z ;FINAL_POS_X ;FINAL_POS_Y ;FINAL_POS_Z ;GOAL_ROT_QX ;entry.1660182423;GOAL_ROT_QZ ;entry.727938622;FINAL_ROT_QX ;FINAL_ROT_QY ;FINAL_ROT_QZ ;FINAL_ROT_QW 
190605162249;163600N118;PROP_MATCHING_NO_RETARGETING;16:36:06 05-06-19;5834;0;0;0;0;0.009620503;0.8712068;-3.484096;0;0;0;1;0.05098158;0.4268848;-0.03757731;-0.9020855
190605162249;163606N119;PROP_MATCHING_NO_RETARGETING;16:36:11 05-06-19;4337;0;0;0;0;-0.2121501;0.7873797;-3.061716;0;0;0;1;0.06205053;-0.05579099;0.003759357;0.9965054
190605162249;163611N120;PROP_MATCHING_NO_RETARGETING;16:36:12 05-06-19;1264;0;0;0;0;-0.2121501;0.7873797;-3.061716;0;0;0;1;0.06205053;-0.05579099;0.003759357;0.9965054
190605162249;163613N122;PROP_MATCHING_NO_RETARGETING;16:36:15 05-06-19;1932;0;0;0;0;0.2155893;0.7788634;-3.061495;0;0;0;1;0.005168448;-0.005986417;-0.004238839;0.9999598
190605162249;163615N123;PROP_MATCHING_NO_RETARGETING;16:36:22 05-06-19;7238;0;0;0;0;0.007927805;0.8512592;-3.480518;0;0;0;1;-0.0154159;-0.6783358;0.02700866;-0.7340937
190605162249;163622N124;PROP_MATCHING_NO_RETARGETING;16:36:26 05-06-19;3841;0;0;0;0;0.217839;0.7785797;-3.059025;0;0;0;1;0.01617794;-0.01922557;-0.004207106;0.9996755
190605162249;163626N125;PROP_MATCHING_NO_RETARGETING;16:36:27 05-06-19;1039;0;0;0;0;0.217839;0.7785797;-3.059025;0;0;0;1;0.01617794;-0.01922557;-0.004207106;0.9996755
190605162249;163628N127;PROP_MATCHING_NO_RETARGETING;16:36:28 05-06-19;891;0;0;0;0;-0.2159183;0.7834654;-3.056235;0;0;0;1;0.05162059;-0.004969087;-0.00620418;0.9986352
190605162249;163628N128;PROP_MATCHING_NO_RETARGETING;16:36:31 05-06-19;2657;0;0;0;0;-0.01041497;0.8562098;-3.486634;0;0;0;1;0.1062993;0.3873173;-0.01555413;0.9156658
190605162249;163631N129;PROP_MATCHING_NO_RETARGETING;16:36:33 05-06-19;2196;0;0;0;0;-0.2131963;0.7852969;-3.065304;0;0;0;1;0.1163082;0.02987046;0.01392679;0.9926662
190605162249;163633N130;PROP_MATCHING_NO_RETARGETING;16:36:34 05-06-19;1061;0;0;0;0;-0.2131963;0.7852969;-3.065304;0;0;0;1;0.1163082;0.02987046;0.01392679;0.9926662
190605162249;163635N132;PROP_MATCHING_NO_RETARGETING;16:36:37 05-06-19;1201;0;0;0;0;0.2156568;0.781321;-3.056916;0;0;0;1;0.002173153;-0.007978854;0.00577259;0.9999492
190605162249;163637N133;PROP_MATCHING_NO_RETARGETING;16:36:42 05-06-19;5769;0;0;0;0;-0.00275667;0.8556609;-3.484582;0;0;0;1;0.003128071;-0.4109312;-0.008083879;-0.9116251
190605162249;163642N134;PROP_MATCHING_NO_RETARGETING;16:36:46 05-06-19;3529;0;0;0;0;0.2183855;0.778605;-3.058724;0;0;0;1;-0.002812596;0.006252117;-0.006129666;0.9999577
190605162249;163646N135;PROP_MATCHING_NO_RETARGETING;16:36:47 05-06-19;1043;0;0;0;0;0.2183855;0.778605;-3.058724;0;0;0;1;-0.002812596;0.006252117;-0.006129666;0.9999577
190605162249;163648N137;PROP_MATCHING_NO_RETARGETING;16:36:49 05-06-19;1335;0;0;0;0;-0.2159846;0.779655;-3.060324;0;0;0;1;0.00100737;-0.00439931;-0.001614262;0.9999886
190605162249;163649N138;PROP_MATCHING_NO_RETARGETING;16:36:55 05-06-19;5302;0;0;0;0;-0.01211484;0.8619328;-3.490033;0;0;0;1;0.02070467;0.3843379;-0.002623996;0.9229566
190605162249;163655N139;PROP_MATCHING_NO_RETARGETING;16:36:58 05-06-19;3396;0;0;0;0;-0.216617;0.7948303;-3.074988;0;0;0;1;-0.08537732;0.07167492;0.07577094;0.9908745
190605162249;163658N140;PROP_MATCHING_NO_RETARGETING;16:36:59 05-06-19;1353;0;0;0;0;-0.216617;0.7948303;-3.074988;0;0;0;1;-0.08537732;0.07167492;0.07577094;0.9908745
